epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,874.9,1.09579,0.65418,0.98373,0.7823,0.68822,0.72808,0.43517,1.32723,0.90033,1.00946,0.0082081,0.0082081,0.0082081
183,879.591,1.09735,0.64547,0.98875,0.7996,0.67073,0.72235,0.44122,1.29291,0.90396,0.99012,0.0081982,0.0081982,0.0081982
184,884.26,1.10232,0.64939,0.98143,0.83069,0.65708,0.73187,0.448,1.27723,0.88932,0.98359,0.0081883,0.0081883,0.0081883
185,889.061,1.10307,0.65065,0.98471,0.8161,0.6729,0.72872,0.44252,1.29236,0.8971,0.98528,0.0081784,0.0081784,0.0081784
186,893.834,1.09889,0.65024,0.98634,0.80239,0.66643,0.72352,0.44278,1.28633,0.90672,0.98212,0.0081685,0.0081685,0.0081685
187,898.643,1.08844,0.63977,0.97943,0.79232,0.67735,0.72517,0.44687,1.26357,0.90193,0.97488,0.0081586,0.0081586,0.0081586
188,903.538,1.09785,0.65109,0.9846,0.78126,0.67774,0.72261,0.44289,1.28462,0.89877,0.99582,0.0081487,0.0081487,0.0081487
189,908.288,1.09473,0.64297,0.98472,0.81251,0.67239,0.7283,0.44223,1.30506,0.87599,1.0082,0.0081388,0.0081388,0.0081388
190,912.981,1.08115,0.63738,0.98119,0.82017,0.66295,0.72267,0.4383,1.28276,0.89228,0.98618,0.0081289,0.0081289,0.0081289
191,917.638,1.10615,0.65067,0.98245,0.80006,0.67468,0.72747,0.4424,1.29556,0.89204,0.99057,0.008119,0.008119,0.008119
192,922.296,1.10058,0.65077,0.98472,0.80347,0.67916,0.73505,0.44148,1.32263,0.89209,1.00177,0.0081091,0.0081091,0.0081091
193,927.097,1.08737,0.63883,0.98271,0.80688,0.66291,0.72266,0.43495,1.31912,0.91481,1.00134,0.0080992,0.0080992,0.0080992
194,931.809,1.08095,0.63508,0.98014,0.77971,0.68446,0.72343,0.43926,1.3064,0.90899,1.0003,0.0080893,0.0080893,0.0080893
195,936.554,1.07839,0.6347,0.97514,0.80311,0.68431,0.73192,0.44494,1.2916,0.88355,1.00078,0.0080794,0.0080794,0.0080794
196,941.231,1.10472,0.64845,0.988,0.79387,0.68101,0.72184,0.43574,1.3026,0.91051,0.99952,0.0080695,0.0080695,0.0080695
197,945.919,1.0728,0.63548,0.97882,0.80151,0.67082,0.73274,0.44433,1.29964,0.90209,1.0008,0.0080596,0.0080596,0.0080596
198,950.83,1.08231,0.63814,0.98312,0.80116,0.67556,0.73033,0.44308,1.31897,0.89517,1.00801,0.0080497,0.0080497,0.0080497
199,955.568,1.09001,0.64096,0.98103,0.81607,0.66745,0.72988,0.44284,1.2985,0.89975,0.999,0.0080398,0.0080398,0.0080398
200,960.397,1.08869,0.6453,0.98005,0.80318,0.66202,0.72224,0.43743,1.31559,0.90833,1.00392,0.0080299,0.0080299,0.0080299
201,965.174,1.078,0.6398,0.9821,0.79915,0.6734,0.72541,0.43361,1.32287,0.89547,1.00621,0.00802,0.00802,0.00802
202,969.889,1.10125,0.6446,0.98247,0.82382,0.64754,0.72061,0.42803,1.34747,0.91276,1.01264,0.0080101,0.0080101,0.0080101
203,974.526,1.08655,0.63357,0.98154,0.80464,0.67039,0.72308,0.42694,1.34126,0.90622,1.01305,0.0080002,0.0080002,0.0080002
204,979.429,1.0885,0.63958,0.98344,0.79737,0.6671,0.72192,0.43652,1.3054,0.90274,0.99568,0.0079903,0.0079903,0.0079903
205,984.262,1.09174,0.64018,0.97834,0.81663,0.66496,0.72415,0.44217,1.29506,0.89903,0.99406,0.0079804,0.0079804,0.0079804
206,988.972,1.07408,0.64207,0.97716,0.78364,0.68182,0.7235,0.43895,1.30744,0.90764,0.99886,0.0079705,0.0079705,0.0079705
207,993.77,1.08336,0.63775,0.97979,0.80137,0.68265,0.73158,0.44608,1.30366,0.8982,0.98546,0.0079606,0.0079606,0.0079606
208,998.515,1.08275,0.64249,0.98826,0.78929,0.6804,0.73315,0.44532,1.28877,0.88745,0.98948,0.0079507,0.0079507,0.0079507
209,1003.26,1.07712,0.6349,0.97694,0.79186,0.67845,0.73022,0.44466,1.2823,0.89259,0.99901,0.0079408,0.0079408,0.0079408
210,1008.16,1.06897,0.62866,0.97716,0.79356,0.68499,0.73397,0.43759,1.32155,0.89385,1.00089,0.0079309,0.0079309,0.0079309
211,1013.07,1.09482,0.64299,0.98398,0.8047,0.67499,0.72835,0.44835,1.28059,0.89143,0.99065,0.007921,0.007921,0.007921
212,1017.66,1.07988,0.63062,0.97517,0.81219,0.67468,0.73076,0.44142,1.31066,0.89241,1.00961,0.0079111,0.0079111,0.0079111
213,1022.42,1.08143,0.64223,0.98161,0.80001,0.67988,0.72882,0.4415,1.30898,0.88924,1.00949,0.0079012,0.0079012,0.0079012
214,1027.22,1.06932,0.63271,0.9792,0.80003,0.67463,0.72455,0.43671,1.29501,0.88408,0.99843,0.0078913,0.0078913,0.0078913
215,1031.97,1.08412,0.63968,0.9777,0.77962,0.67846,0.71901,0.43297,1.32541,0.89404,1.00823,0.0078814,0.0078814,0.0078814
216,1036.58,1.07136,0.63182,0.982,0.81443,0.6685,0.72824,0.4343,1.33514,0.89193,1.01103,0.0078715,0.0078715,0.0078715
217,1041.36,1.08148,0.62758,0.97177,0.79494,0.68695,0.73047,0.44235,1.3018,0.89225,1.00575,0.0078616,0.0078616,0.0078616
218,1045.97,1.07575,0.6302,0.97596,0.81785,0.66327,0.72537,0.44479,1.2918,0.8949,0.99802,0.0078517,0.0078517,0.0078517
219,1050.75,1.07471,0.63448,0.979,0.81125,0.679,0.73275,0.44833,1.29896,0.90252,0.99869,0.0078418,0.0078418,0.0078418
220,1055.57,1.07324,0.62596,0.97876,0.79887,0.69293,0.7397,0.44318,1.30063,0.89247,0.99853,0.0078319,0.0078319,0.0078319
221,1060.38,1.08769,0.63394,0.97446,0.79757,0.68678,0.72992,0.43859,1.29775,0.8984,0.99639,0.007822,0.007822,0.007822
222,1065.11,1.05879,0.6213,0.98229,0.79389,0.68532,0.7292,0.44338,1.31186,0.88798,1.0018,0.0078121,0.0078121,0.0078121
223,1069.89,1.05807,0.62081,0.97589,0.79966,0.68526,0.73214,0.44231,1.31836,0.8812,1.01146,0.0078022,0.0078022,0.0078022
224,1074.63,1.0729,0.62711,0.97744,0.79402,0.67465,0.72712,0.44485,1.29721,0.88817,0.99688,0.0077923,0.0077923,0.0077923
225,1079.41,1.06461,0.63136,0.97161,0.77223,0.69661,0.72944,0.44882,1.27773,0.87973,0.98962,0.0077824,0.0077824,0.0077824
226,1084.11,1.06465,0.64912,0.97936,0.80069,0.68553,0.73395,0.44793,1.29166,0.87765,0.99214,0.0077725,0.0077725,0.0077725
227,1088.95,1.06587,0.62021,0.96922,0.77449,0.69801,0.72924,0.44955,1.27425,0.87838,0.98667,0.0077626,0.0077626,0.0077626
228,1093.73,1.06356,0.61771,0.97534,0.81075,0.67532,0.7273,0.44213,1.29901,0.89974,0.9978,0.0077527,0.0077527,0.0077527
229,1098.56,1.05858,0.62531,0.97262,0.81482,0.67641,0.73627,0.44798,1.281,0.88419,0.99372,0.0077428,0.0077428,0.0077428
230,1103.24,1.05859,0.62181,0.97138,0.81436,0.66641,0.72548,0.43765,1.30142,0.90063,1.0038,0.0077329,0.0077329,0.0077329
231,1107.92,1.05933,0.61681,0.97145,0.80664,0.67017,0.72692,0.43948,1.30844,0.90054,1.00413,0.007723,0.007723,0.007723
232,1112.81,1.08451,0.63203,0.97711,0.80861,0.68505,0.72575,0.44356,1.27569,0.87375,0.99204,0.0077131,0.0077131,0.0077131
233,1117.58,1.0569,0.61644,0.97966,0.80891,0.67657,0.72782,0.44086,1.30012,0.9117,1.00045,0.0077032,0.0077032,0.0077032
234,1122.23,1.05206,0.61076,0.96539,0.80073,0.67626,0.72945,0.4459,1.29485,0.88417,1.00087,0.0076933,0.0076933,0.0076933
235,1126.92,1.06351,0.61542,0.97803,0.80599,0.66293,0.7246,0.43715,1.32498,0.90377,1.01064,0.0076834,0.0076834,0.0076834
236,1131.62,1.05471,0.61027,0.96853,0.80011,0.67101,0.72598,0.44569,1.27184,0.8973,0.98614,0.0076735,0.0076735,0.0076735
237,1136.28,1.0501,0.61674,0.96865,0.79567,0.68427,0.73061,0.44265,1.30206,0.89567,1.00197,0.0076636,0.0076636,0.0076636
238,1141.07,1.05603,0.61596,0.97233,0.78162,0.68639,0.73031,0.43981,1.30325,0.8919,1.00428,0.0076537,0.0076537,0.0076537
239,1145.78,1.04877,0.61439,0.96855,0.79427,0.67186,0.72522,0.4383,1.31165,0.89529,1.0027,0.0076438,0.0076438,0.0076438
240,1150.37,1.07062,0.62288,0.97069,0.82285,0.66528,0.73503,0.44502,1.30849,0.87718,0.99927,0.0076339,0.0076339,0.0076339
241,1155.07,1.06466,0.62431,0.9707,0.80374,0.66767,0.7265,0.43976,1.29689,0.87966,0.99402,0.007624,0.007624,0.007624
242,1159.93,1.05455,0.6127,0.96643,0.78791,0.68321,0.7351,0.44767,1.28717,0.86928,0.98588,0.0076141,0.0076141,0.0076141
243,1164.62,1.06478,0.62205,0.96867,0.81161,0.68708,0.74047,0.45354,1.26938,0.87104,0.98849,0.0076042,0.0076042,0.0076042
244,1169.44,1.05538,0.6149,0.96966,0.81299,0.68311,0.74148,0.45567,1.25824,0.86211,0.9786,0.0075943,0.0075943,0.0075943
245,1174.24,1.05217,0.61018,0.96643,0.81259,0.67186,0.73202,0.444,1.2847,0.88316,0.99167,0.0075844,0.0075844,0.0075844
246,1178.98,1.04396,0.60995,0.96356,0.79187,0.68646,0.7294,0.44587,1.29076,0.87576,1.00391,0.0075745,0.0075745,0.0075745
247,1183.65,1.06262,0.61482,0.96671,0.80672,0.67049,0.72221,0.44362,1.27187,0.89108,0.99049,0.0075646,0.0075646,0.0075646
248,1188.49,1.05332,0.60803,0.972,0.80005,0.67522,0.72562,0.43901,1.29161,0.89923,0.98691,0.0075547,0.0075547,0.0075547
249,1193.14,1.04557,0.6087,0.96796,0.80395,0.67342,0.73054,0.44536,1.28885,0.89774,0.99077,0.0075448,0.0075448,0.0075448
250,1197.8,1.04873,0.60303,0.96728,0.79767,0.68357,0.73102,0.43827,1.31834,0.89076,1.00668,0.0075349,0.0075349,0.0075349
251,1202.65,1.04509,0.60473,0.96618,0.79744,0.67043,0.72655,0.43654,1.29662,0.90629,0.99664,0.007525,0.007525,0.007525
252,1207.3,1.04532,0.6102,0.96539,0.79907,0.66812,0.71987,0.44279,1.27287,0.89632,0.99149,0.0075151,0.0075151,0.0075151
253,1211.94,1.04055,0.60389,0.97134,0.80812,0.66824,0.7257,0.4447,1.29041,0.90264,0.9977,0.0075052,0.0075052,0.0075052
254,1216.84,1.05216,0.61182,0.9709,0.80708,0.66481,0.72118,0.44117,1.29337,0.89057,1.00174,0.0074953,0.0074953,0.0074953
255,1221.67,1.03334,0.59647,0.95972,0.79994,0.68199,0.72767,0.44231,1.29429,0.88522,0.99809,0.0074854,0.0074854,0.0074854
256,1226.35,1.04056,0.60068,0.96191,0.78482,0.69605,0.72791,0.441,1.30748,0.87853,1.00303,0.0074755,0.0074755,0.0074755
257,1231.27,1.04574,0.60956,0.96399,0.80358,0.67729,0.72379,0.43798,1.30166,0.87744,1.00861,0.0074656,0.0074656,0.0074656
258,1236.03,1.04477,0.60712,0.97127,0.8152,0.68137,0.7324,0.44098,1.30917,0.87912,1.00558,0.0074557,0.0074557,0.0074557
259,1240.65,1.03672,0.60645,0.96823,0.80251,0.67144,0.72842,0.44596,1.28312,0.8762,0.999,0.0074458,0.0074458,0.0074458
260,1245.41,1.06031,0.62832,0.97499,0.81854,0.67301,0.73806,0.45163,1.2723,0.87486,0.99005,0.0074359,0.0074359,0.0074359
261,1250.1,1.05374,0.61628,0.96824,0.8087,0.67999,0.73247,0.44533,1.2919,0.87861,0.99653,0.007426,0.007426,0.007426
262,1254.75,1.05214,0.60958,0.96579,0.79803,0.68077,0.72722,0.43944,1.30522,0.87971,1.0076,0.0074161,0.0074161,0.0074161
263,1259.46,1.0377,0.60052,0.96144,0.79485,0.68178,0.72674,0.44627,1.26977,0.86482,0.99056,0.0074062,0.0074062,0.0074062
264,1264.25,1.04239,0.60299,0.96593,0.81555,0.66543,0.72783,0.44501,1.28278,0.87323,0.9902,0.0073963,0.0073963,0.0073963
265,1268.95,1.04484,0.60086,0.9674,0.81679,0.66095,0.7237,0.44292,1.29801,0.87906,1.00233,0.0073864,0.0073864,0.0073864
266,1273.73,1.03834,0.6038,0.95853,0.80361,0.67506,0.73394,0.45001,1.29004,0.8761,0.99606,0.0073765,0.0073765,0.0073765
267,1278.61,1.05065,0.60314,0.96357,0.81403,0.67838,0.74345,0.45943,1.26331,0.86257,0.97586,0.0073666,0.0073666,0.0073666
268,1283.28,1.03956,0.6,0.96288,0.77795,0.6871,0.72799,0.44629,1.27991,0.88318,0.98937,0.0073567,0.0073567,0.0073567
269,1287.95,1.03766,0.59985,0.9644,0.80641,0.66861,0.72887,0.44787,1.27581,0.87337,0.98732,0.0073468,0.0073468,0.0073468
270,1292.74,1.04569,0.60486,0.96993,0.81413,0.67488,0.72583,0.43954,1.30094,0.87943,0.99843,0.0073369,0.0073369,0.0073369
271,1297.38,1.02189,0.58648,0.96167,0.80648,0.68516,0.73411,0.44935,1.29323,0.87538,1.00442,0.007327,0.007327,0.007327
272,1302.15,1.03751,0.60288,0.96028,0.82301,0.67039,0.74084,0.45473,1.28222,0.87556,0.98946,0.0073171,0.0073171,0.0073171
273,1306.83,1.04167,0.60189,0.96544,0.77969,0.69195,0.73475,0.4536,1.27942,0.88623,0.98645,0.0073072,0.0073072,0.0073072
274,1311.57,1.02877,0.59744,0.96206,0.772,0.69886,0.73535,0.45039,1.28732,0.88325,0.9958,0.0072973,0.0072973,0.0072973
275,1316.25,1.03973,0.60217,0.97417,0.80723,0.68148,0.73099,0.44533,1.29513,0.87124,0.99742,0.0072874,0.0072874,0.0072874
276,1321.04,1.02574,0.59153,0.96216,0.80813,0.67421,0.73194,0.44274,1.30364,0.86854,0.99883,0.0072775,0.0072775,0.0072775
277,1325.76,1.02826,0.59386,0.96072,0.81448,0.68107,0.73548,0.44584,1.29798,0.86222,0.99708,0.0072676,0.0072676,0.0072676
278,1330.42,1.02342,0.59193,0.95871,0.81852,0.68248,0.73987,0.44543,1.29502,0.86657,0.99922,0.0072577,0.0072577,0.0072577
279,1335.16,1.03756,0.59991,0.96063,0.80069,0.68119,0.73037,0.44696,1.29389,0.87431,0.99409,0.0072478,0.0072478,0.0072478
280,1339.89,1.03057,0.5927,0.96231,0.80872,0.67823,0.72805,0.45245,1.26429,0.85878,0.97908,0.0072379,0.0072379,0.0072379
281,1344.56,1.02431,0.59654,0.96638,0.81067,0.6784,0.73308,0.45134,1.27909,0.86121,0.99424,0.007228,0.007228,0.007228
282,1349.28,1.03219,0.59545,0.96375,0.82747,0.66555,0.72797,0.4467,1.27401,0.86843,0.98623,0.0072181,0.0072181,0.0072181
283,1354.11,1.03045,0.59021,0.96178,0.79107,0.6814,0.72263,0.43843,1.30613,0.87774,1.00576,0.0072082,0.0072082,0.0072082
284,1358.76,1.03514,0.59483,0.96884,0.80592,0.68007,0.73331,0.44513,1.27902,0.87425,0.99609,0.0071983,0.0071983,0.0071983
285,1363.58,1.03932,0.60349,0.96307,0.81518,0.6688,0.73265,0.44526,1.29334,0.87398,0.99858,0.0071884,0.0071884,0.0071884
286,1368.41,1.01521,0.58465,0.96024,0.81317,0.66816,0.73302,0.44716,1.28783,0.87077,1.001,0.0071785,0.0071785,0.0071785
287,1373.18,1.01942,0.58823,0.9577,0.81619,0.67237,0.73119,0.451,1.26387,0.86236,0.99202,0.0071686,0.0071686,0.0071686
288,1378.07,1.02456,0.58951,0.95595,0.80717,0.67256,0.72891,0.45073,1.26984,0.86547,0.99005,0.0071587,0.0071587,0.0071587
289,1382.84,1.02267,0.58914,0.95962,0.81941,0.66333,0.72924,0.45628,1.26453,0.86433,0.98578,0.0071488,0.0071488,0.0071488
290,1387.57,1.03364,0.59788,0.96025,0.81321,0.68658,0.74178,0.44832,1.30944,0.86769,1.00419,0.0071389,0.0071389,0.0071389
291,1392.26,1.01667,0.58552,0.95749,0.8168,0.67623,0.73801,0.45046,1.283,0.86282,0.99461,0.007129,0.007129,0.007129
292,1397.02,1.03682,0.59631,0.96304,0.81125,0.67978,0.73876,0.45143,1.291,0.86003,0.9939,0.0071191,0.0071191,0.0071191
293,1401.68,1.02317,0.59317,0.96253,0.8115,0.67065,0.73426,0.44803,1.29091,0.87545,0.99274,0.0071092,0.0071092,0.0071092
294,1406.42,1.01459,0.58474,0.96118,0.82171,0.67654,0.73103,0.43608,1.31657,0.8819,1.00848,0.0070993,0.0070993,0.0070993
295,1411.37,1.0258,0.58871,0.95809,0.80349,0.67968,0.73104,0.43825,1.30823,0.87931,1.00496,0.0070894,0.0070894,0.0070894
296,1415.97,1.01897,0.58186,0.9601,0.78284,0.69116,0.72912,0.44584,1.28472,0.87471,0.98903,0.0070795,0.0070795,0.0070795
297,1420.78,1.01905,0.59479,0.96181,0.82253,0.66988,0.73287,0.44567,1.30199,0.87624,1.00482,0.0070696,0.0070696,0.0070696
298,1425.64,1.01868,0.588,0.95515,0.80896,0.68369,0.74183,0.44969,1.30005,0.85503,1.00209,0.0070597,0.0070597,0.0070597
299,1430.4,1.03177,0.5925,0.96094,0.79851,0.68064,0.74038,0.45066,1.30236,0.86385,0.99791,0.0070498,0.0070498,0.0070498
300,1435.14,1.01726,0.58511,0.95408,0.81479,0.67575,0.74052,0.45072,1.29987,0.87674,0.99374,0.0070399,0.0070399,0.0070399
301,1439.8,1.01251,0.58988,0.96026,0.79875,0.68381,0.73401,0.44372,1.30038,0.87688,1.00589,0.00703,0.00703,0.00703
302,1444.57,1.02113,0.58337,0.95973,0.79833,0.69717,0.74055,0.44081,1.31127,0.87008,1.0083,0.0070201,0.0070201,0.0070201
303,1449.23,1.02193,0.59008,0.95552,0.8238,0.68295,0.74353,0.45378,1.27809,0.85921,0.99448,0.0070102,0.0070102,0.0070102
304,1453.9,1.02391,0.58987,0.96006,0.80904,0.68549,0.7472,0.45642,1.27689,0.86725,0.99068,0.0070003,0.0070003,0.0070003
305,1458.69,1.01729,0.59136,0.96029,0.80156,0.67819,0.74074,0.45276,1.28068,0.85903,0.99401,0.0069904,0.0069904,0.0069904
306,1463.36,1.00786,0.57942,0.95825,0.8261,0.67036,0.73562,0.44551,1.27986,0.86031,0.99821,0.0069805,0.0069805,0.0069805
307,1468.04,1.02074,0.58632,0.96462,0.81654,0.6761,0.73493,0.45163,1.26982,0.8674,0.99255,0.0069706,0.0069706,0.0069706
308,1472.73,1.00486,0.57954,0.95142,0.79769,0.67964,0.72577,0.44686,1.264,0.87409,0.98838,0.0069607,0.0069607,0.0069607
309,1477.47,1.02176,0.59368,0.95904,0.80557,0.67183,0.73323,0.45039,1.26974,0.86795,0.98695,0.0069508,0.0069508,0.0069508
310,1482.18,1.01997,0.58285,0.95589,0.81362,0.67338,0.7392,0.45275,1.28513,0.86879,0.99492,0.0069409,0.0069409,0.0069409
311,1486.97,1.0137,0.57994,0.95619,0.80974,0.68574,0.74439,0.4523,1.28919,0.86365,1.00142,0.006931,0.006931,0.006931
312,1491.67,1.00237,0.57527,0.95362,0.79737,0.68975,0.73584,0.45019,1.2801,0.86866,0.98993,0.0069211,0.0069211,0.0069211
313,1496.57,1.01648,0.57882,0.95583,0.77562,0.70121,0.73559,0.44257,1.30852,0.86927,1.00434,0.0069112,0.0069112,0.0069112
314,1501.44,1.00913,0.58244,0.95238,0.80655,0.6827,0.73474,0.44565,1.30062,0.87021,1.00622,0.0069013,0.0069013,0.0069013
315,1506.1,1.0126,0.583,0.95502,0.80521,0.69344,0.74483,0.45692,1.28004,0.85364,1.0019,0.0068914,0.0068914,0.0068914
316,1510.77,1.00834,0.58163,0.95317,0.77951,0.70202,0.73738,0.45605,1.26699,0.8643,0.98825,0.0068815,0.0068815,0.0068815
317,1515.6,1.0251,0.59146,0.96189,0.80662,0.67135,0.732,0.45153,1.27644,0.86867,0.98849,0.0068716,0.0068716,0.0068716
318,1520.25,1.01294,0.58651,0.95346,0.80153,0.67429,0.7329,0.45352,1.26427,0.87647,0.98511,0.0068617,0.0068617,0.0068617
319,1524.91,1.0061,0.57914,0.95143,0.79554,0.67883,0.73364,0.4531,1.26861,0.87542,0.98606,0.0068518,0.0068518,0.0068518
320,1529.58,0.99425,0.57318,0.9547,0.78582,0.70279,0.73969,0.45664,1.27164,0.8638,0.99392,0.0068419,0.0068419,0.0068419
321,1534.24,1.00389,0.57684,0.95065,0.83168,0.67091,0.73893,0.45253,1.2927,0.86345,0.99699,0.006832,0.006832,0.006832
322,1538.97,0.99903,0.57302,0.9493,0.80902,0.68119,0.73674,0.44939,1.30052,0.87585,1.00033,0.0068221,0.0068221,0.0068221
323,1543.88,1.0068,0.57884,0.95706,0.8147,0.67731,0.73776,0.44811,1.3144,0.87898,1.01187,0.0068122,0.0068122,0.0068122
324,1548.62,1.01489,0.57862,0.95542,0.79211,0.6843,0.72953,0.44133,1.30392,0.88978,1.01023,0.0068023,0.0068023,0.0068023
325,1553.28,1.00417,0.57653,0.95381,0.79181,0.70399,0.74095,0.44936,1.2933,0.87957,1.00474,0.0067924,0.0067924,0.0067924
326,1558.05,0.98326,0.56614,0.95272,0.81703,0.69031,0.74662,0.45576,1.28743,0.86173,1.00694,0.0067825,0.0067825,0.0067825
327,1562.67,1.0162,0.58056,0.95021,0.80089,0.69743,0.74053,0.45525,1.26633,0.85614,0.98924,0.0067726,0.0067726,0.0067726
328,1567.4,0.99634,0.84847,0.9427,0.81197,0.68521,0.73942,0.45251,1.26854,0.8713,0.98522,0.0067627,0.0067627,0.0067627
329,1572.23,1.01635,0.58921,0.9567,0.80742,0.68277,0.73514,0.45034,1.28527,0.87243,0.99174,0.0067528,0.0067528,0.0067528
330,1576.88,1.00971,0.58355,0.95711,0.78891,0.69715,0.7385,0.45466,1.26528,0.86518,0.98671,0.0067429,0.0067429,0.0067429
331,1581.54,1.0184,0.58094,0.95193,0.81372,0.67973,0.74036,0.45359,1.2771,0.85592,0.99109,0.006733,0.006733,0.006733
332,1586.31,0.99076,0.56638,0.95258,0.80399,0.68932,0.74206,0.45155,1.26872,0.86201,0.98147,0.0067231,0.0067231,0.0067231
333,1591.11,1.00604,0.57589,0.95463,0.81234,0.68696,0.73658,0.45093,1.27426,0.86388,0.9872,0.0067132,0.0067132,0.0067132
334,1595.8,0.99888,0.56909,0.95426,0.79953,0.68757,0.73504,0.4501,1.27285,0.86773,0.98928,0.0067033,0.0067033,0.0067033
335,1600.72,0.99284,0.5668,0.94957,0.80195,0.68325,0.73848,0.44907,1.30082,0.86786,1.00023,0.0066934,0.0066934,0.0066934
336,1605.39,1.00251,0.58112,0.95558,0.82495,0.67412,0.73915,0.45565,1.27098,0.85717,0.98854,0.0066835,0.0066835,0.0066835
337,1610.03,1.01281,0.57729,0.95341,0.81165,0.68946,0.74331,0.45196,1.29248,0.87706,1.00261,0.0066736,0.0066736,0.0066736
338,1614.69,0.995,0.57097,0.94791,0.80922,0.69354,0.7464,0.45264,1.29333,0.8694,0.99619,0.0066637,0.0066637,0.0066637
339,1619.43,1.00622,0.57755,0.94846,0.82757,0.67769,0.74119,0.45518,1.29516,0.86367,0.99913,0.0066538,0.0066538,0.0066538
340,1624.1,0.99526,0.56903,0.94602,0.79768,0.69291,0.73659,0.45127,1.28618,0.85802,0.99361,0.0066439,0.0066439,0.0066439
341,1628.79,0.99303,0.57249,0.95095,0.78967,0.6955,0.73234,0.45132,1.29109,0.85797,0.99599,0.006634,0.006634,0.006634
342,1633.52,0.99726,0.56853,0.95049,0.80803,0.68772,0.73972,0.44972,1.30025,0.86356,1.00099,0.0066241,0.0066241,0.0066241
343,1638.25,0.9895,0.57029,0.94637,0.81189,0.68342,0.73641,0.45179,1.29029,0.85649,0.9943,0.0066142,0.0066142,0.0066142
344,1642.93,0.9991,0.57261,0.94848,0.8191,0.67871,0.73952,0.45234,1.29542,0.85767,0.99911,0.0066043,0.0066043,0.0066043
345,1647.7,1.00385,0.58549,0.95454,0.81066,0.68625,0.74115,0.45228,1.28521,0.84872,0.99199,0.0065944,0.0065944,0.0065944
346,1652.48,1.00787,0.57669,0.95147,0.79214,0.70471,0.73615,0.44403,1.30793,0.86114,1.0018,0.0065845,0.0065845,0.0065845
347,1657.23,0.99845,0.57478,0.95338,0.80216,0.68999,0.73617,0.45325,1.28365,0.86294,0.98756,0.0065746,0.0065746,0.0065746
348,1662.02,0.98803,0.56593,0.94713,0.80534,0.68866,0.74067,0.45321,1.28475,0.85695,0.99284,0.0065647,0.0065647,0.0065647
349,1666.7,1.00135,0.56872,0.95396,0.80332,0.68309,0.74205,0.45608,1.27313,0.8547,0.98327,0.0065548,0.0065548,0.0065548
350,1671.42,0.98769,0.57181,0.95131,0.7907,0.69938,0.74447,0.45093,1.28998,0.86426,0.996,0.0065449,0.0065449,0.0065449
351,1676.32,0.99788,0.57524,0.95046,0.80991,0.68951,0.74556,0.45296,1.28763,0.86701,0.996,0.006535,0.006535,0.006535
352,1680.97,0.99514,0.57068,0.95122,0.82296,0.68407,0.74894,0.45896,1.28694,0.85956,0.9938,0.0065251,0.0065251,0.0065251
353,1685.64,1.00825,0.59542,0.95303,0.8037,0.69269,0.75127,0.46214,1.28937,0.84506,0.99253,0.0065152,0.0065152,0.0065152
354,1690.4,1.00086,0.57426,0.95413,0.80627,0.69686,0.74779,0.46006,1.27714,0.84867,0.98985,0.0065053,0.0065053,0.0065053
355,1695.15,0.98518,0.56623,0.9495,0.81449,0.68774,0.74337,0.45326,1.28906,0.86122,1.00065,0.0064954,0.0064954,0.0064954
356,1699.91,0.98596,0.571,0.95207,0.80684,0.69625,0.74244,0.44431,1.30128,0.85412,1.01179,0.0064855,0.0064855,0.0064855
357,1704.77,0.99255,0.57254,0.94853,0.81645,0.68451,0.7403,0.45197,1.29424,0.85517,1.00279,0.0064756,0.0064756,0.0064756
358,1709.56,0.98384,0.56456,0.95005,0.80613,0.67688,0.73898,0.45475,1.27973,0.8553,0.99303,0.0064657,0.0064657,0.0064657
359,1714.26,0.99131,0.57018,0.95027,0.80118,0.69086,0.73956,0.44914,1.28493,0.86061,0.99702,0.0064558,0.0064558,0.0064558
360,1718.96,0.99059,0.56513,0.94828,0.81854,0.6751,0.74239,0.44967,1.29839,0.84891,1.00552,0.0064459,0.0064459,0.0064459
361,1723.78,1.00038,0.57051,0.95299,0.79446,0.69495,0.74332,0.45232,1.2866,0.84941,1.0007,0.006436,0.006436,0.006436
362,1728.38,0.98,0.55907,0.95044,0.80458,0.6845,0.7414,0.45007,1.28394,0.85744,0.99299,0.0064261,0.0064261,0.0064261
363,1733.12,0.98261,0.56273,0.94657,0.80139,0.68246,0.74157,0.44665,1.29917,0.86978,0.99807,0.0064162,0.0064162,0.0064162
364,1737.82,0.99357,0.57244,0.95088,0.78532,0.69517,0.74536,0.45416,1.28584,0.85896,0.99807,0.0064063,0.0064063,0.0064063
365,1742.49,0.98557,0.56588,0.94899,0.77476,0.7049,0.74391,0.45218,1.29597,0.85749,0.99784,0.0063964,0.0063964,0.0063964
366,1747.32,0.99583,0.5709,0.94938,0.78542,0.70287,0.74185,0.45337,1.28716,0.85831,0.98703,0.0063865,0.0063865,0.0063865
367,1752.14,0.98564,0.56019,0.94404,0.81288,0.68544,0.74166,0.44893,1.29758,0.86063,1.00267,0.0063766,0.0063766,0.0063766
